name,URL,parkCode,description,latitude,longitude,designation,physical address
Capitol Reef National Park,https://www.nps.gov/care/index.htm,care,"Located in south-central Utah in the heart of red rock country, Capitol Reef National Park is a hidden treasure filled with cliffs, canyons, domes, and bridges in the Waterpocket Fold, a geologic monocline (a wrinkle on the earth) extending almost 100 miles.",38.2821653130533,-111.247048377991,National Park,"52 West Headquarters Drive

Torrey, UT 84775"
Captain John Smith Chesapeake National Historic Trail,https://www.nps.gov/cajo/index.htm,cajo,"People first arrived in the Chesapeake Bay during the last ice age. As glaciers melted, diverse societies learned to thrive in a world of water. When Englishman Captain John Smith explored the Bay in 1608, he documented hundreds of American Indian communities. Today, sites on his map are archeological treasures and sacred sites for tribal citizens. Come join us on the shores of the Chesapeake Bay!",38.971601,-76.483355,National Historic Trail,"1368 Colonial Parkway

Jamestown, VA 23081"
Capulin Volcano National Monument,https://www.nps.gov/cavo/index.htm,cavo,"Part of the 8,000 square mile Raton-Clayton Volcanic Field, Capulin Volcano showcases the volcanic geology of northeastern New Mexico. The views are spectacular day or night, with views of 4 different states from the volcanic rim and one of the darkest night skies in the country. Whether it's a quick stop or a day's trip, enjoy exploring the landscape of this unique volcano!",36.78171096,-103.9710427,National Monument,"44 Volcano Road

Capulin, NM 88414"
Carl Sandburg Home National Historic Site,https://www.nps.gov/carl/index.htm,carl,"Carl Sandburg provided a popular voice for the American people of the twentieth century and still speaks to us through his words, activism, music and the beauty and serenity of Carl Sandburg Home National Historic Site. Explore Sandburg's legacy and Experience Your America!",35.26815509,-82.45106258,National Historic Site,"81 Carl Sandburg Lane

Flat Rock, NC 28731"
Carlsbad Caverns National Park,https://www.nps.gov/cave/index.htm,cave,"High ancient sea ledges, deep rocky canyons, flowering cactus, and desert wildlife—treasures above the ground in the Chihuahuan Desert. Hidden beneath the surface are more than 119 caves—formed when sulfuric acid dissolved limestone leaving behind caverns of all sizes.",32.14089463,-104.5529688,National Park,"727 Carlsbad Caverns Highway

Carlsbad, NM 88220"
Carter G. Woodson Home National Historic Site,https://www.nps.gov/cawo/index.htm,cawo,"Before Dr. Carter G. Woodson, there was very little accurate written history about the lives and experiences of Americans of African descent. Today a National Historic Site, Dr. Woodson’s home served as the headquarters for the Association for the Study of African American Life and History. Dr. Woodson established Negro History Week here in 1926, which we celebrate today as Black History Month.",38.91089286,-77.02431104,National Historic Site,"1538 Ninth Street NW

Washington, DC 20001"
Casa Grande Ruins National Monument,https://www.nps.gov/cagr/index.htm,cagr,"Explore the mystery and complexity of an extended network of communities and irrigation canals. An Ancestral Sonoran Desert People's farming community and ""Great House"" are preserved at Casa Grande Ruins. Whether the Casa Grande was a gathering place for the Desert People or simply a waypoint marker in an extensive system of canals and trading partners is but part of the mystique of the Ruins.",32.99702582,-111.5325383,National Monument,"1100 W. Ruins Drive

Coolidge, AZ 85128"
Castillo de San Marcos National Monument,https://www.nps.gov/casa/index.htm,casa,"Built by the Spanish in St. Augustine to defend Florida and the Atlantic trade route, Castillo de San Marcos National Monument preserves the oldest masonry fortification in the continental United States and interprets more than 450 years of cultural intersections.",29.89785701,-81.31217173,National Monument,"11 South Castillo Drive

Saint Augustine, FL 32084"
Castle Clinton National Monument,https://www.nps.gov/cacl/index.htm,cacl,"Located at the southern tip of Manhattan Island, Castle Clinton stands where New York City began, and represents not only the city’s growth, but the growth of a nation. Initially intended to prevent a British invasion in 1812, the fortification has transformed over the years to welcome theatergoers, immigrants, sightseers, and now, millions of visitors to New York Harbor.",40.70347795,-74.01680558,National Monument,"Battery Park

New York, NY 10004"
Castle Mountains National Monument,https://www.nps.gov/camo/index.htm,camo,"Castle Mountains represents some of the most unique elements of the Mojave Desert. Nestled between the Nevada state line and Mojave National Preserve, the nearly 21,000 acres of Castle Mountains boasts Joshua tree forests, unbroken natural landscapes, rare desert grasslands, and rich human history. This intriguing area provides serenity and solitude from nearby metropolitan areas.",35.29156348,-115.0935606,National Monument,"Castle Mountains National Monument
2701 Barstow Road
Barstow, CA 92311"
Catoctin Mountain Park,https://www.nps.gov/cato/index.htm,cato,"President Franklin D. Roosevelt created programs to give people a chance to rebuild their lives from the Great Depression. The Works Progress Administration and the Civilian Conservation Corps gave this land a second opportunity and through re-growth, a new role as a recreation area.",39.65068457,-77.46417665,Park,"14707 Park Central Road

Thurmont, MD 21788"
Cedar Breaks National Monument,https://www.nps.gov/cebr/index.htm,cebr,"Crowning the grand staircase, Cedar Breaks sits at over 10,000 feet and looks down into a half-mile deep geologic amphitheater. Come wander among timeless bristlecone pines, stand in lush meadows of wildflower, ponder crystal-clear night skies and experience the richness of our subalpine forest.",37.63545562,-112.845268,National Monument,"Cedar Breaks National Monument
4730 South Highway 148
Brian Head, UT 84719"
Cedar Creek & Belle Grove National Historical Park,https://www.nps.gov/cebe/index.htm,cebe,"The Shenandoah Valley invites you to learn about its rich heritage, from Native Americans who first shaped the land, to pioneers of this frontier; this fertile area became one of the most important wheat producing regions of the entire South. The Valley also witnessed some of the most dramatic events of the Civil War,including the Battle of Cedar Creek, a decisive October 19, 1864 Union victory.",39.0093576,-78.30618934,National Historical Park,"7712 Main Street

Middletown, VA 22645"
Chaco Culture National Historical Park,https://www.nps.gov/chcu/index.htm,chcu,"Today the massive buildings of the Ancestral Puebloan people still testify to the organizational and engineering abilities not seen anywhere else in the American Southwest. For a deeper contact with the canyon that was central to thousands of people between 850 and 1250 A.D., come and explore Chaco through guided tours, hiking & biking trails, evening campfire talks, and night sky programs.",36.03963414,-107.9560076,National Historical Park,"1808 CR 7950

Nageezi, NM 87037"
Chamizal National Memorial,https://www.nps.gov/cham/index.htm,cham,Chamizal is more than just an urban park to recreate or enjoy a quiet afternoon. These grounds are a reminder of the harmonious settlement of a 100-year boundary dispute between the United States and Mexico. We celebrate the cultures of the borderlands to promote the same mutual respect that helped to diplomatically resolve an international disagreement.,31.76729634,-106.4544011,National Memorial,"800 South San Marcial Street

El Paso, TX 79905"
Channel Islands National Park,https://www.nps.gov/chis/index.htm,chis,"Channel Islands National Park encompasses five remarkable islands and their ocean environment, preserving and protecting a wealth of natural and cultural resources. Isolation over thousands of years has created unique animals, plants, and archeological resources found nowhere else on Earth and helped preserve a place where visitors can experience coastal southern California as it once was.",33.98680093,-119.9112735,National Park,"1901 Spinnaker Drive

Ventura, CA 93001"
Charles Pinckney National Historic Site,https://www.nps.gov/chpi/index.htm,chpi,"Charles Pinckney was a principal author and signer of the United States Constitution. This remnant of his coastal plantation is preserved to tell the story of a ""founding father,"" his life of public service, the lives of enslaved African Americans on South Carolina Lowcountry plantations and their influences on Charles Pinckney.",32.84577392,-79.82487582,National Historic Site,"1254 Long Point Road

Mount Pleasant, SC 29464"
